event_id,event_name,timestamp,session_id,user_pseudo_id,device_type,experiment_variant,query_string,results_count,zero_results_flag,latency_ms,product_id,rank_position,cart_price
EVT_089ca9a1,search_result_clicked,2026-07-07 15:10:13,SES_50fd724052,USR_15357,desktop,Variant_B_AI_Semantic,kcup pods discount,12,False,,KDP_SKU_1020,1.0,
EVT_39c3e57c,search_query_submitted,2026-07-07 15:44:00,SES_0cbe6beab5,USR_59664,tablet,Variant_B_AI_Semantic,dark roast k-cup,13,False,135.0,,,
EVT_338473ab,search_query_submitted,2026-07-07 15:47:00,SES_9fbfe48f28,USR_55224,mobile,Variant_B_AI_Semantic,drpepr zero,8,False,208.0,,,
EVT_308fc8c8,search_result_clicked,2026-07-07 15:47:13,SES_9fbfe48f28,USR_55224,mobile,Variant_B_AI_Semantic,drpepr zero,8,False,,KDP_SKU_1012,3.0,
EVT_d18eb5c1,search_to_cart_added,2026-07-07 15:47:27,SES_9fbfe48f28,USR_55224,mobile,Variant_B_AI_Semantic,drpepr zero,8,False,,KDP_SKU_1012,3.0,28.23
EVT_556d05b7,search_query_submitted,2026-07-07 18:23:00,SES_c914221da0,USR_81620,mobile,Control_Keyword,kcup pods discount,17,False,498.0,,,
EVT_3e58df09,search_query_submitted,2026-07-07 18:28:00,SES_eba1f81318,USR_88997,mobile,Control_Keyword,vanilla flavored coffee,20,False,519.0,,,
EVT_de9ed334,search_result_clicked,2026-07-07 18:28:05,SES_eba1f81318,USR_88997,mobile,Control_Keyword,vanilla flavored coffee,20,False,,KDP_SKU_1072,7.0,
EVT_ac6e2c5c,search_query_submitted,2026-07-07 19:32:00,SES_7b8eb2a544,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,dark roast k-cup,43,False,109.0,,,
EVT_316f6219,search_result_clicked,2026-07-07 19:32:15,SES_7b8eb2a544,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,dark roast k-cup,43,False,,KDP_SKU_1074,3.0,
EVT_ee6ec177,search_to_cart_added,2026-07-07 19:32:21,SES_7b8eb2a544,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,dark roast k-cup,43,False,,KDP_SKU_1074,3.0,19.84
EVT_f187e62c,search_query_submitted,2026-07-07 19:51:00,SES_4db6bb7756,USR_50673,tablet,Control_Keyword,caffeine free organic energy drink,0,True,183.0,,,
EVT_7b24a0fe,search_query_submitted,2026-07-07 20:03:00,SES_e039a12b35,USR_49967,mobile,Control_Keyword,dr pepper zero sugar 12oz,17,False,194.0,,,
EVT_ef12d817,search_query_submitted,2026-07-07 20:17:00,SES_54328c3446,USR_87821,mobile,Control_Keyword,caffeine free organic energy drink,0,True,285.0,,,
EVT_6067f2cb,search_query_submitted,2026-07-07 21:19:00,SES_9c3fe15eb9,USR_43708,desktop,Variant_B_AI_Semantic,kcup pods discount,18,False,153.0,,,
EVT_50e4c257,search_query_submitted,2026-07-07 22:32:00,SES_306c184845,USR_36517,mobile,Control_Keyword,kcup pods discount,6,False,400.0,,,
EVT_d014d0b0,search_query_submitted,2026-07-07 22:47:00,SES_4d25c04b5e,USR_37215,desktop,Variant_B_AI_Semantic,dark roast k-cup,30,False,89.0,,,
EVT_3f4269f9,search_result_clicked,2026-07-07 22:47:07,SES_4d25c04b5e,USR_37215,desktop,Variant_B_AI_Semantic,dark roast k-cup,30,False,,KDP_SKU_1065,3.0,
EVT_7a9ec35d,search_to_cart_added,2026-07-07 22:47:17,SES_4d25c04b5e,USR_37215,desktop,Variant_B_AI_Semantic,dark roast k-cup,30,False,,KDP_SKU_1065,3.0,43.08
EVT_15aabd99,search_query_submitted,2026-07-07 22:56:00,SES_24a24679a5,USR_18888,tablet,Control_Keyword,vanilla flavored coffee,7,False,342.0,,,
EVT_b46e096e,search_query_submitted,2026-07-07 23:57:00,SES_591e855fef,USR_55793,tablet,Variant_B_AI_Semantic,keurig single serve machine,23,False,106.0,,,
EVT_d82f0a9c,search_result_clicked,2026-07-07 23:57:15,SES_591e855fef,USR_55793,tablet,Variant_B_AI_Semantic,keurig single serve machine,23,False,,KDP_SKU_1037,1.0,
EVT_516a10a5,search_query_submitted,2026-07-08 01:52:00,SES_5631d7ca77,USR_91665,mobile,Control_Keyword,vanilla flavored coffee,15,False,256.0,,,
EVT_f66d8eeb,search_query_submitted,2026-07-08 02:18:00,SES_651ea1c8b3,USR_10336,mobile,Variant_B_AI_Semantic,drpepr zero,45,False,205.0,,,
EVT_6a706d2d,search_result_clicked,2026-07-08 02:18:11,SES_651ea1c8b3,USR_10336,mobile,Variant_B_AI_Semantic,drpepr zero,45,False,,KDP_SKU_1054,2.0,
EVT_15b5c565,search_query_submitted,2026-07-08 02:26:00,SES_25da46b9e8,USR_75841,desktop,Control_Keyword,drpepr zero,22,False,504.0,,,
EVT_cb54d364,search_result_clicked,2026-07-08 02:26:07,SES_25da46b9e8,USR_75841,desktop,Control_Keyword,drpepr zero,22,False,,KDP_SKU_1061,1.0,
EVT_052e3c99,search_query_submitted,2026-07-08 03:20:00,SES_1bbe62d782,USR_40907,mobile,Control_Keyword,espresso pods hazelnut,0,True,558.0,,,
EVT_c647e64c,search_query_submitted,2026-07-08 03:21:00,SES_ad5c4dab9c,USR_60523,desktop,Variant_B_AI_Semantic,espresso pods hazelnut,40,False,187.0,,,
EVT_20f4c3c6,search_result_clicked,2026-07-08 03:21:12,SES_ad5c4dab9c,USR_60523,desktop,Variant_B_AI_Semantic,espresso pods hazelnut,40,False,,KDP_SKU_1066,3.0,
EVT_85d73fe8,search_to_cart_added,2026-07-08 03:21:51,SES_ad5c4dab9c,USR_60523,desktop,Variant_B_AI_Semantic,espresso pods hazelnut,40,False,,KDP_SKU_1066,3.0,40.13
EVT_eb58e19c,search_query_submitted,2026-07-08 04:05:00,SES_4a46fe017d,USR_55481,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,17,False,199.0,,,
EVT_59e28a56,search_result_clicked,2026-07-08 04:05:13,SES_4a46fe017d,USR_55481,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,17,False,,KDP_SKU_1015,3.0,
EVT_418f4517,search_to_cart_added,2026-07-08 04:05:49,SES_4a46fe017d,USR_55481,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,17,False,,KDP_SKU_1015,3.0,34.58
EVT_f00b5cd4,search_query_submitted,2026-07-08 04:39:00,SES_43440a48ea,USR_85397,mobile,Variant_B_AI_Semantic,cherry vanilla soda,37,False,208.0,,,
EVT_aa9ec5af,search_result_clicked,2026-07-08 04:39:07,SES_43440a48ea,USR_85397,mobile,Variant_B_AI_Semantic,cherry vanilla soda,37,False,,KDP_SKU_1021,1.0,
EVT_0e543b4b,search_to_cart_added,2026-07-08 04:39:17,SES_43440a48ea,USR_85397,mobile,Variant_B_AI_Semantic,cherry vanilla soda,37,False,,KDP_SKU_1021,1.0,41.45
EVT_0e5a1e69,search_query_submitted,2026-07-08 04:46:00,SES_833132728b,USR_15376,tablet,Variant_B_AI_Semantic,espresso pods hazelnut,38,False,208.0,,,
EVT_76b54566,search_result_clicked,2026-07-08 04:46:14,SES_833132728b,USR_15376,tablet,Variant_B_AI_Semantic,espresso pods hazelnut,38,False,,KDP_SKU_1048,2.0,
EVT_45ba378f,search_to_cart_added,2026-07-08 04:46:30,SES_833132728b,USR_15376,tablet,Variant_B_AI_Semantic,espresso pods hazelnut,38,False,,KDP_SKU_1048,2.0,18.22
EVT_37a36827,search_query_submitted,2026-07-08 04:53:00,SES_8dfc8a006f,USR_83989,tablet,Control_Keyword,snapple peach tea diet,22,False,341.0,,,
EVT_a6c958df,search_result_clicked,2026-07-08 04:53:15,SES_8dfc8a006f,USR_83989,tablet,Control_Keyword,snapple peach tea diet,22,False,,KDP_SKU_1026,5.0,
EVT_d88b3e70,search_to_cart_added,2026-07-08 04:53:23,SES_8dfc8a006f,USR_83989,tablet,Control_Keyword,snapple peach tea diet,22,False,,KDP_SKU_1026,5.0,20.8
EVT_5d0bc4d1,search_query_submitted,2026-07-08 05:04:00,SES_8b64f3f003,USR_44510,mobile,Variant_B_AI_Semantic,espresso pods hazelnut,44,False,95.0,,,
EVT_ca08aac9,search_result_clicked,2026-07-08 05:04:13,SES_8b64f3f003,USR_44510,mobile,Variant_B_AI_Semantic,espresso pods hazelnut,44,False,,KDP_SKU_1079,1.0,
EVT_403ae392,search_to_cart_added,2026-07-08 05:04:52,SES_8b64f3f003,USR_44510,mobile,Variant_B_AI_Semantic,espresso pods hazelnut,44,False,,KDP_SKU_1079,1.0,17.64
EVT_7c84b0f2,search_query_submitted,2026-07-08 07:08:00,SES_0086758045,USR_10845,tablet,Control_Keyword,espresso pods hazelnut,0,True,180.0,,,
EVT_3466aa9a,search_query_submitted,2026-07-08 07:31:00,SES_4cbe89968f,USR_10544,mobile,Control_Keyword,dark roast k-cup,2,False,193.0,,,
EVT_5c9b40d0,search_query_submitted,2026-07-08 08:31:00,SES_53a4211441,USR_57400,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,39,False,105.0,,,
EVT_8cf7a376,search_result_clicked,2026-07-08 08:31:04,SES_53a4211441,USR_57400,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,39,False,,KDP_SKU_1004,1.0,
EVT_c46795c2,search_query_submitted,2026-07-08 09:00:00,SES_ba83159e87,USR_88696,desktop,Variant_B_AI_Semantic,drpepr zero,40,False,134.0,,,
EVT_d8295b43,search_query_submitted,2026-07-08 09:00:00,SES_af138768dc,USR_89432,mobile,Variant_B_AI_Semantic,keurig single serve machine,38,False,130.0,,,
EVT_d25b8dde,search_result_clicked,2026-07-08 09:00:08,SES_ba83159e87,USR_88696,desktop,Variant_B_AI_Semantic,drpepr zero,40,False,,KDP_SKU_1050,1.0,
EVT_394921db,search_result_clicked,2026-07-08 09:00:14,SES_af138768dc,USR_89432,mobile,Variant_B_AI_Semantic,keurig single serve machine,38,False,,KDP_SKU_1064,3.0,
EVT_445424ff,search_query_submitted,2026-07-08 09:05:00,SES_d12b88edfe,USR_86544,desktop,Control_Keyword,snapple peach tea diet,16,False,543.0,,,
EVT_034160e3,search_query_submitted,2026-07-08 09:50:00,SES_2102d0614e,USR_62776,desktop,Variant_B_AI_Semantic,dr pepper zero sugar 12oz,8,False,211.0,,,
EVT_ff2d2767,search_result_clicked,2026-07-08 09:50:14,SES_2102d0614e,USR_62776,desktop,Variant_B_AI_Semantic,dr pepper zero sugar 12oz,8,False,,KDP_SKU_1059,3.0,
EVT_77867939,search_to_cart_added,2026-07-08 09:50:59,SES_2102d0614e,USR_62776,desktop,Variant_B_AI_Semantic,dr pepper zero sugar 12oz,8,False,,KDP_SKU_1059,3.0,13.18
EVT_0ba198f5,search_query_submitted,2026-07-08 10:15:00,SES_c95e3b5c33,USR_57131,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,40,False,190.0,,,
EVT_3a4749b7,search_query_submitted,2026-07-08 11:18:00,SES_d6bcc80219,USR_77264,desktop,Control_Keyword,espresso pods hazelnut,0,True,196.0,,,
EVT_dc87a6f5,search_query_submitted,2026-07-08 11:49:00,SES_93a9596e07,USR_76949,mobile,Variant_B_AI_Semantic,drpepr zero,18,False,174.0,,,
EVT_fe31b3cb,search_result_clicked,2026-07-08 11:49:13,SES_93a9596e07,USR_76949,mobile,Variant_B_AI_Semantic,drpepr zero,18,False,,KDP_SKU_1009,3.0,
EVT_73d7048e,search_query_submitted,2026-07-08 13:14:00,SES_2b1a8f0733,USR_37450,desktop,Control_Keyword,snapple peach tea diet,10,False,362.0,,,
EVT_1842e0a7,search_query_submitted,2026-07-08 13:23:00,SES_d2c3c28efc,ANONYMOUS_GUEST,mobile,Control_Keyword,kcup pods discount,18,False,492.0,,,
EVT_f5b441c2,search_query_submitted,2026-07-08 13:38:00,SES_0f7e8c8258,USR_73499,mobile,Control_Keyword,dark roast k-cup,18,False,585.0,,,
EVT_ae1bfcbb,search_query_submitted,2026-07-08 13:38:00,SES_ec169d30ff,ANONYMOUS_GUEST,desktop,Control_Keyword,keurig single serve machine,22,False,334.0,,,
EVT_68e52707,search_result_clicked,2026-07-08 13:38:12,SES_0f7e8c8258,USR_73499,mobile,Control_Keyword,dark roast k-cup,18,False,,KDP_SKU_1051,9.0,
EVT_fd1cb7db,search_to_cart_added,2026-07-08 13:38:29,SES_0f7e8c8258,USR_73499,mobile,Control_Keyword,dark roast k-cup,18,False,,KDP_SKU_1051,9.0,22.28
EVT_4620212c,search_query_submitted,2026-07-08 15:24:00,SES_7a3f80b791,USR_18444,mobile,Control_Keyword,dr pepper zero sugar 12oz,11,False,510.0,,,
EVT_9ffaf653,search_query_submitted,2026-07-08 15:47:00,SES_d0384d9570,ANONYMOUS_GUEST,tablet,Variant_B_AI_Semantic,dark roast k-cup,20,False,148.0,,,
EVT_ef422629,search_query_submitted,2026-07-08 16:05:00,SES_360bd599c2,USR_29685,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,10,False,154.0,,,
EVT_9a5c16ae,search_result_clicked,2026-07-08 16:05:04,SES_360bd599c2,USR_29685,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,10,False,,KDP_SKU_1051,3.0,
EVT_ca18a65f,search_query_submitted,2026-07-08 16:22:00,SES_45acf26dfd,USR_21425,mobile,Variant_B_AI_Semantic,snapple peach tea diet,18,False,155.0,,,
EVT_b8f43b96,search_result_clicked,2026-07-08 16:22:04,SES_45acf26dfd,USR_21425,mobile,Variant_B_AI_Semantic,snapple peach tea diet,18,False,,KDP_SKU_1049,1.0,
EVT_9fb31b17,search_to_cart_added,2026-07-08 16:22:38,SES_45acf26dfd,USR_21425,mobile,Variant_B_AI_Semantic,snapple peach tea diet,18,False,,KDP_SKU_1049,1.0,33.96
EVT_482d3e4e,search_query_submitted,2026-07-08 16:27:00,SES_b3cfed1532,USR_93748,desktop,Control_Keyword,keurig single serve machine,13,False,570.0,,,
EVT_1d73c5d8,search_query_submitted,2026-07-08 17:39:00,SES_c78276f504,USR_59638,mobile,Variant_B_AI_Semantic,vanilla flavored coffee,38,False,137.0,,,
EVT_4431da94,search_query_submitted,2026-07-08 17:52:00,SES_ab020cc8b8,USR_25674,tablet,Variant_B_AI_Semantic,drpepr zero,9,False,146.0,,,
EVT_19b23cbe,search_result_clicked,2026-07-08 17:52:14,SES_ab020cc8b8,USR_25674,tablet,Variant_B_AI_Semantic,drpepr zero,9,False,,KDP_SKU_1022,2.0,
EVT_1ad0bcbe,search_to_cart_added,2026-07-08 17:52:29,SES_ab020cc8b8,USR_25674,tablet,Variant_B_AI_Semantic,drpepr zero,9,False,,KDP_SKU_1022,2.0,36.71
EVT_436e945d,search_query_submitted,2026-07-08 18:47:00,SES_fc6d1f06e1,USR_17094,tablet,Control_Keyword,dr pepper zero sugar 12oz,16,False,515.0,,,
EVT_2bce4df4,search_result_clicked,2026-07-08 18:47:07,SES_fc6d1f06e1,USR_17094,tablet,Control_Keyword,dr pepper zero sugar 12oz,16,False,,KDP_SKU_1056,8.0,
EVT_d2144d37,search_query_submitted,2026-07-08 19:18:00,SES_c5ba55a6d6,USR_48270,mobile,Control_Keyword,vanilla flavored coffee,3,False,639.0,,,
EVT_7c4c40d6,search_query_submitted,2026-07-08 19:31:00,SES_f588f9c4ea,ANONYMOUS_GUEST,desktop,Control_Keyword,snapple peach tea diet,22,False,235.0,,,
EVT_1c129dbb,search_query_submitted,2026-07-08 19:49:00,SES_3f7bce6585,USR_40982,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,33,False,95.0,,,
EVT_b3efecbb,search_query_submitted,2026-07-08 20:56:00,SES_049579550d,USR_46842,desktop,Control_Keyword,drpepr zero,20,False,339.0,,,
EVT_7be11100,search_query_submitted,2026-07-08 21:25:00,SES_65e13e5a65,ANONYMOUS_GUEST,desktop,Control_Keyword,cherry vanilla soda,24,False,459.0,,,
EVT_25e4bc2d,search_result_clicked,2026-07-08 21:25:06,SES_65e13e5a65,ANONYMOUS_GUEST,desktop,Control_Keyword,cherry vanilla soda,24,False,,KDP_SKU_1058,4.0,
EVT_efd096c2,search_query_submitted,2026-07-08 22:10:00,SES_254b4539db,USR_60556,mobile,Control_Keyword,cherry vanilla soda,22,False,633.0,,,
EVT_1be298c7,search_query_submitted,2026-07-08 22:22:00,SES_a4e5406018,USR_31473,mobile,Variant_B_AI_Semantic,kcup pods discount,41,False,146.0,,,
EVT_68bdc59e,search_query_submitted,2026-07-08 22:48:00,SES_ba9eb606b8,USR_38545,desktop,Control_Keyword,cherry vanilla soda,12,False,187.0,,,
EVT_fa9384ba,search_query_submitted,2026-07-08 22:57:00,SES_b1a9bb9d58,USR_85230,mobile,Control_Keyword,snapple peach tea diet,11,False,328.0,,,
EVT_b3242af7,search_query_submitted,2026-07-08 23:11:00,SES_00f8990226,USR_88753,tablet,Variant_B_AI_Semantic,keurig single serve machine,40,False,147.0,,,
EVT_9fbb9ae8,search_result_clicked,2026-07-08 23:11:12,SES_00f8990226,USR_88753,tablet,Variant_B_AI_Semantic,keurig single serve machine,40,False,,KDP_SKU_1076,2.0,
EVT_1e8752ae,search_query_submitted,2026-07-08 23:22:00,SES_c7825fa4de,USR_35185,desktop,Control_Keyword,espresso pods hazelnut,5,False,588.0,,,
EVT_3a9add62,search_result_clicked,2026-07-08 23:22:04,SES_c7825fa4de,USR_35185,desktop,Control_Keyword,espresso pods hazelnut,5,False,,KDP_SKU_1064,9.0,
EVT_806bb5ad,search_query_submitted,2026-07-09 01:20:00,SES_741d4ef76e,USR_95813,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,40,False,201.0,,,
EVT_9f3a7f7c,search_result_clicked,2026-07-09 01:20:13,SES_741d4ef76e,USR_95813,mobile,Variant_B_AI_Semantic,caffeine free organic energy drink,40,False,,KDP_SKU_1054,3.0,
EVT_282a234d,search_query_submitted,2026-07-09 01:40:00,SES_f8ad0f2ef7,USR_80075,mobile,Control_Keyword,snapple peach tea diet,18,False,333.0,,,
EVT_ae87dc01,search_query_submitted,2026-07-09 01:48:00,SES_a794e668f4,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,vanilla flavored coffee,12,False,167.0,,,
EVT_417052b8,search_result_clicked,2026-07-09 01:48:11,SES_a794e668f4,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,vanilla flavored coffee,12,False,,KDP_SKU_1034,1.0,
EVT_f04605fc,search_query_submitted,2026-07-09 02:31:00,SES_e96f243209,USR_66669,desktop,Variant_B_AI_Semantic,keurig single serve machine,17,False,141.0,,,
EVT_deef3cc5,search_query_submitted,2026-07-09 02:59:00,SES_2bdf5dae44,USR_22245,desktop,Control_Keyword,drpepr zero,20,False,258.0,,,
EVT_6c23ed6a,search_query_submitted,2026-07-09 03:34:00,SES_e7e702072f,USR_81888,mobile,Variant_B_AI_Semantic,drpepr zero,16,False,158.0,,,
EVT_f535d612,search_result_clicked,2026-07-09 03:34:07,SES_e7e702072f,USR_81888,mobile,Variant_B_AI_Semantic,drpepr zero,16,False,,KDP_SKU_1083,2.0,
EVT_20f25c4b,search_query_submitted,2026-07-09 03:40:00,SES_de10eb7717,USR_78733,desktop,Variant_B_AI_Semantic,snapple peach tea diet,41,False,82.0,,,
EVT_947311f5,search_query_submitted,2026-07-09 03:43:00,SES_95660de1fb,USR_93904,desktop,Variant_B_AI_Semantic,cherry vanilla soda,9,False,163.0,,,
EVT_fa72097d,search_result_clicked,2026-07-09 03:43:08,SES_95660de1fb,USR_93904,desktop,Variant_B_AI_Semantic,cherry vanilla soda,9,False,,KDP_SKU_1046,3.0,
EVT_234a3ede,search_to_cart_added,2026-07-09 03:43:19,SES_95660de1fb,USR_93904,desktop,Variant_B_AI_Semantic,cherry vanilla soda,9,False,,KDP_SKU_1046,3.0,16.23
EVT_c3c5f203,search_query_submitted,2026-07-09 05:03:00,SES_c3947e6cb5,USR_67062,mobile,Control_Keyword,kcup pods discount,24,False,300.0,,,
EVT_29a3c5a4,search_result_clicked,2026-07-09 05:03:10,SES_c3947e6cb5,USR_67062,mobile,Control_Keyword,kcup pods discount,24,False,,KDP_SKU_1066,10.0,
EVT_b5fc5fbb,search_to_cart_added,2026-07-09 05:03:53,SES_c3947e6cb5,USR_67062,mobile,Control_Keyword,kcup pods discount,24,False,,KDP_SKU_1066,10.0,40.13
EVT_772815db,search_query_submitted,2026-07-09 05:16:00,SES_291c3368a2,USR_91506,tablet,Variant_B_AI_Semantic,vanilla flavored coffee,38,False,113.0,,,
EVT_68a8b3bc,search_result_clicked,2026-07-09 05:16:15,SES_291c3368a2,USR_91506,tablet,Variant_B_AI_Semantic,vanilla flavored coffee,38,False,,KDP_SKU_1065,1.0,
EVT_412cf042,search_to_cart_added,2026-07-09 05:16:51,SES_291c3368a2,USR_91506,tablet,Variant_B_AI_Semantic,vanilla flavored coffee,38,False,,KDP_SKU_1065,1.0,43.08
EVT_90a47eb2,search_query_submitted,2026-07-09 05:54:00,SES_6bacc459d2,USR_61936,tablet,Control_Keyword,dr pepper zero sugar 12oz,10,False,599.0,,,
EVT_d40aa8ab,search_query_submitted,2026-07-09 06:16:00,SES_82d3d34a9c,USR_52284,desktop,Variant_B_AI_Semantic,cherry vanilla soda,39,False,161.0,,,
EVT_401f437c,search_result_clicked,2026-07-09 06:16:15,SES_82d3d34a9c,USR_52284,desktop,Variant_B_AI_Semantic,cherry vanilla soda,39,False,,KDP_SKU_1016,3.0,
EVT_7cc80b68,search_to_cart_added,2026-07-09 06:16:57,SES_82d3d34a9c,USR_52284,desktop,Variant_B_AI_Semantic,cherry vanilla soda,39,False,,KDP_SKU_1016,3.0,29.97
EVT_b13c19c3,search_query_submitted,2026-07-09 06:19:00,SES_a3936a5d77,USR_56955,desktop,Control_Keyword,drpepr zero,12,False,188.0,,,
EVT_c89608c4,search_result_clicked,2026-07-09 06:19:11,SES_a3936a5d77,USR_56955,desktop,Control_Keyword,drpepr zero,12,False,,KDP_SKU_1057,7.0,
EVT_a82367af,search_to_cart_added,2026-07-09 06:19:20,SES_a3936a5d77,USR_56955,desktop,Control_Keyword,drpepr zero,12,False,,KDP_SKU_1057,7.0,13.52
EVT_f2809bea,search_query_submitted,2026-07-09 06:35:00,SES_6d9755de31,USR_88116,desktop,Variant_B_AI_Semantic,keurig single serve machine,42,False,144.0,,,
EVT_9377443f,search_query_submitted,2026-07-09 07:56:00,SES_02264273fe,USR_22838,desktop,Variant_B_AI_Semantic,cherry vanilla soda,14,False,111.0,,,
EVT_b3e8da5b,search_query_submitted,2026-07-09 09:50:00,SES_873449ffaa,ANONYMOUS_GUEST,desktop,Control_Keyword,keurig single serve machine,12,False,547.0,,,
EVT_7e33ad03,search_query_submitted,2026-07-09 10:07:00,SES_cc8d7309c7,USR_33646,desktop,Control_Keyword,dr pepper zero sugar 12oz,7,False,633.0,,,
EVT_d60ac159,search_query_submitted,2026-07-09 10:54:00,SES_82de5b81e3,USR_44690,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,20,False,180.0,,,
EVT_a3cca5ea,search_result_clicked,2026-07-09 10:54:15,SES_82de5b81e3,USR_44690,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,20,False,,KDP_SKU_1052,3.0,
EVT_ca82fa69,search_query_submitted,2026-07-09 11:00:00,SES_07cf533cd4,USR_47237,mobile,Variant_B_AI_Semantic,keurig single serve machine,29,False,142.0,,,
EVT_8f7864ef,search_result_clicked,2026-07-09 11:00:04,SES_07cf533cd4,USR_47237,mobile,Variant_B_AI_Semantic,keurig single serve machine,29,False,,KDP_SKU_1074,2.0,
EVT_d935386f,search_to_cart_added,2026-07-09 11:00:17,SES_07cf533cd4,USR_47237,mobile,Variant_B_AI_Semantic,keurig single serve machine,29,False,,KDP_SKU_1074,2.0,19.84
EVT_e3ca6186,search_query_submitted,2026-07-09 11:40:00,SES_46863ee9ee,USR_90482,tablet,Control_Keyword,keurig single serve machine,16,False,261.0,,,
EVT_ebbe0f18,search_query_submitted,2026-07-09 11:54:00,SES_2637561d18,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,kcup pods discount,44,False,88.0,,,
EVT_719a9fea,search_result_clicked,2026-07-09 11:54:12,SES_2637561d18,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,kcup pods discount,44,False,,KDP_SKU_1075,1.0,
EVT_03052db1,search_to_cart_added,2026-07-09 11:54:42,SES_2637561d18,ANONYMOUS_GUEST,mobile,Variant_B_AI_Semantic,kcup pods discount,44,False,,KDP_SKU_1075,1.0,34.83
EVT_4e9d8581,search_query_submitted,2026-07-09 11:55:00,SES_6eb0df3748,USR_61733,desktop,Control_Keyword,kcup pods discount,3,False,477.0,,,
EVT_d21c842e,search_result_clicked,2026-07-09 11:55:10,SES_6eb0df3748,USR_61733,desktop,Control_Keyword,kcup pods discount,3,False,,KDP_SKU_1051,6.0,
EVT_f4c83964,search_to_cart_added,2026-07-09 11:55:35,SES_6eb0df3748,USR_61733,desktop,Control_Keyword,kcup pods discount,3,False,,KDP_SKU_1051,6.0,22.28
EVT_b4088be3,search_query_submitted,2026-07-09 11:58:00,SES_e96d9350fd,USR_59300,desktop,Control_Keyword,caffeine free organic energy drink,0,True,183.0,,,
EVT_ec5bafd8,search_query_submitted,2026-07-09 12:23:00,SES_fbf3b1d502,USR_94180,mobile,Control_Keyword,drpepr zero,15,False,499.0,,,
EVT_60d75da9,search_result_clicked,2026-07-09 12:23:09,SES_fbf3b1d502,USR_94180,mobile,Control_Keyword,drpepr zero,15,False,,KDP_SKU_1084,8.0,
EVT_2e4129ad,search_query_submitted,2026-07-09 14:21:00,SES_f6b69ee887,USR_17345,mobile,Variant_B_AI_Semantic,vanilla flavored coffee,42,False,200.0,,,
EVT_4a6388c1,search_query_submitted,2026-07-09 14:40:00,SES_1f26c931b9,USR_52936,desktop,Control_Keyword,vanilla flavored coffee,15,False,368.0,,,
EVT_ee537098,search_result_clicked,2026-07-09 14:40:06,SES_1f26c931b9,USR_52936,desktop,Control_Keyword,vanilla flavored coffee,15,False,,KDP_SKU_1068,10.0,
EVT_63aa5cc0,search_to_cart_added,2026-07-09 14:40:12,SES_1f26c931b9,USR_52936,desktop,Control_Keyword,vanilla flavored coffee,15,False,,KDP_SKU_1068,10.0,7.4
EVT_c06171cf,search_query_submitted,2026-07-09 15:38:00,SES_fd0b9ce025,USR_54825,desktop,Variant_B_AI_Semantic,caffeine free organic energy drink,21,False,148.0,,,
EVT_d7827572,search_query_submitted,2026-07-09 16:50:00,SES_d7014a8fb4,USR_51777,mobile,Control_Keyword,keurig single serve machine,11,False,372.0,,,
EVT_28c8a68b,search_result_clicked,2026-07-09 16:50:07,SES_d7014a8fb4,USR_51777,mobile,Control_Keyword,keurig single serve machine,11,False,,KDP_SKU_1065,4.0,
EVT_71b746a3,search_query_submitted,2026-07-09 18:12:00,SES_af394f5f83,USR_38051,tablet,Control_Keyword,caffeine free organic energy drink,0,True,481.0,,,
EVT_cfccaab1,search_query_submitted,2026-07-09 19:33:00,SES_edd9a686d2,USR_83801,desktop,Control_Keyword,cherry vanilla soda,13,False,494.0,,,
EVT_5b502ff3,search_result_clicked,2026-07-09 19:33:11,SES_edd9a686d2,USR_83801,desktop,Control_Keyword,cherry vanilla soda,13,False,,KDP_SKU_1057,1.0,
EVT_6fae1ad1,search_query_submitted,2026-07-09 21:20:00,SES_f659158c2c,USR_99737,tablet,Variant_B_AI_Semantic,kcup pods discount,25,False,185.0,,,
EVT_bdc079c1,search_result_clicked,2026-07-09 21:20:04,SES_f659158c2c,USR_99737,tablet,Variant_B_AI_Semantic,kcup pods discount,25,False,,KDP_SKU_1028,2.0,
EVT_0e88ceff,search_query_submitted,2026-07-09 21:48:00,SES_0cc7c09a19,USR_66841,desktop,Control_Keyword,snapple peach tea diet,17,False,363.0,,,
